GeneSymbol	FPKM
0610007P14Rik	61.205
0610008F07Rik	0.135
0610009B22Rik	34.273
0610009D07Rik	46.088
0610009O20Rik	12.016
0610010B08Rik	5.224
0610010F05Rik	25.43
0610010K14Rik	23.502
0610011F06Rik	40.301
0610012G03Rik	30.899
0610012H03Rik	0.259
0610030E20Rik	18.1
0610031J06Rik	40.452
0610037L13Rik	25.55
0610038B21Rik	4.786
0610039K10Rik	5.351
0610040B10Rik	4.136
0610040J01Rik	0.429
1100001G20Rik	1.758
1110001A16Rik	29.31
1110001J03Rik	32.354
1110002L01Rik	29.077
1110004E09Rik	31.4
1110004F10Rik	59.275
1110006O24Rik	3.517
1110007C09Rik	35.689
1110008F13Rik	21
1110008J03Rik	20.834
1110008L16Rik	15.146
1110008P14Rik	59.927
1110012L19Rik	34.171
1110017D15Rik	0.653
1110018G07Rik	22.793
1110020A21Rik	1.25
1110032A03Rik	6.457
1110032F04Rik	0.664
1110034G24Rik	5.985
1110037F02Rik	32.078
1110038B12Rik	30.953
1110038F14Rik	26.947
1110051M20Rik	16.154
1110057K04Rik	11.16
1110058L19Rik	27.823
1110059E24Rik	54.055
1110059G10Rik	7.141
1110059M19Rik	0.31
1110065P20Rik	43.27
1190002N15Rik	23.72
1190003J15Rik	0.425
1190003K10Rik	0.267
1190005I06Rik	27.633
1190007I07Rik	9.051
1200011I18Rik	26.376
1200014J11Rik	11.692
1300002K09Rik	0.191
1300017J02Rik	0.124
1300018J18Rik	33.04
1500004A13Rik	4.177
1500009C09Rik	0
1500009L16Rik	0.442
1500011B03Rik	12.704
1500011K16Rik	19.892
1500012F01Rik	69.214
1500015A07Rik	6.451
1500015O10Rik	0.659
1500017E21Rik	3.243
1500032L24Rik	64.317
1600002H07Rik	23.891
1600002K03Rik	29.876
1600012H06Rik	10.978
1600014C10Rik	11.401
1600014K23Rik	0.349
1600015I10Rik	0.118
1600016N20Rik	0.58
1600029D21Rik	1.361
1600029I14Rik	0.866
1600029O15Rik	5.185
1700001C02Rik	0.282
1700001C19Rik	0.492
1700001F09Rik	0.39
1700001G17Rik	3.998
1700001J03Rik	0.545
1700001J11Rik	4.323
1700001K19Rik	3.044
1700001K23Rik	1.576
1700001L05Rik	0.532
1700001L19Rik	0.235
1700001O22Rik	1.095
1700001P01Rik	6.457
1700003E16Rik	0.737
1700003F12Rik	2.879
1700003G18Rik	0.545
1700003H04Rik	0.101
1700003M02Rik	0.129
1700006A11Rik	0.089
1700006E09Rik	0.186
1700007B14Rik	0.194
1700007G11Rik	0.347
1700007K09Rik	1.014
1700007K13Rik	1.14
1700008A04Rik	0.355
1700008F21Rik	0.398
1700008I05Rik	0.033
1700008J07Rik	7.538
1700008O03Rik	0.441
1700008P02Rik	0.223
1700009J07Rik	0.13
1700009N14Rik	1.125
1700009P17Rik	0.558
1700010B08Rik	0.704
1700010D01Rik	0.227
1700010I14Rik	0.054
1700011A15Rik	2.094
1700011E24Rik	0.584
1700011H14Rik	0.098
1700011I03Rik	0.442
1700011L22Rik	0.651
1700012A03Rik	0.054
1700012B07Rik	0.142
1700012B09Rik	0.283
1700012B15Rik	3.963
1700012D14Rik	0.656
1700012L04Rik	0.345
1700012P22Rik	0.356
1700013D24Rik	0.114
1700013F07Rik	0.8
1700013G24Rik	0.326
1700013H16Rik	0.145
1700015E13Rik	0.15
1700015F17Rik	0.525
1700016C15Rik	2.373
1700016D06Rik	2.389
1700016H13Rik	0.33
1700016K19Rik	0.643
1700017B05Rik	8.948
1700017D01Rik	0.761
1700017N19Rik	0.108
1700018A04Rik	0.198
1700018A14Rik	0.08
1700018B08Rik	0.25
1700018B24Rik	0.058
1700018C11Rik	0.186
1700018F24Rik	0.423
1700018L02Rik	10.831
1700019A02Rik	0.092
1700019B03Rik	0.31
1700019D03Rik	0.081
1700019G17Rik	0.186
1700019L03Rik	18.229
1700019M22Rik	0.194
1700019N19Rik	0.247
1700019O17Rik	0.076
1700020A23Rik	2.058
1700020D05Rik	1.555
1700020I14Rik	36.668
1700020L24Rik	3.216
1700020N01Rik	0.163
1700020N18Rik	0.196
1700021F05Rik	38.124
1700021F07Rik	0
1700021K19Rik	21.855
1700022A21Rik	0.197
1700022I11Rik	1.291
